"","county.fips","state","county","people.living.alone","elder.living.alone","family.with.grandchild","marry.divorce.ratio","non.religious.ratio","self.employed.rate","voting.for.libertarian","people.living.alone_zscore","elder.living.alone_zscore","family.with.grandchild_zscore","marry.divorce.ratio_zscore","non.religious.ratio_zscore","self.employed.rate_zscore","voting.for.libertarian_zscore","score"
"46",1091,"Alabama","Marengo",0.461782561,0.330191458,0.071192053,2.850393701,0.128499715,NA,0.006066616,3.30676840343218,1.07321075301409,0.490279261672843,-0.851010248368862,-1.95877403364705,NA,-1.78968550597532,NA
"47",1093,"Alabama","Marion",0.322343006,0.292713123,0.058305633,3.37254902,0.440305375,0.155184744,0.009699893,0.625152712563074,0.293586121057863,0.0932996022586743,-0.580205389743087,-0.329922417218407,1.58161576573327,-1.52050313330688,0.0235759431728417
"48",1095,"Alabama","Marshall",0.26089901,0.303174485,0.056576088,4.333333333,0.353634799,0.103193448,0.013095376,-0.556500397153883,0.511203459154948,0.0400191578030784,-0.0819148417312092,-0.782683626923201,0.0725118091530079,-1.26893845208512,2.14634120738853
"49",1097,"Alabama","Mobile",0.311809928,0.276017323,0.072719795,3.710743802,0.270252092,0.089549213,0.011547146,0.422587040018091,-0.0537200474316063,0.537342953437718,-0.404807789077288,-1.21826923200537,-0.32352696285627,-1.38364377866398,3.49872372345414
"50",1099,"Alabama","Monroe",0.365198418,0.34817125,0.067639438,3.263565891,0.343162047,0.109910163,0.005277361,1.44932161684465,1.44722653361505,0.380837237221547,-0.636727194209163,-0.83739257294957,0.267471772869281,-1.84815986219436,0.539096943245656
"51",1101,"Alabama","Montgomery",0.341407319,0.325024005,0.060459533,2.789473684,0.262153096,0.080960306,0.009677945,0.991785845295317,0.965717353339953,0.159652746763679,-0.882605132095718,-1.26057783771205,-0.572829337169076,-1.52212921761461,2.44029107271986
"52",1103,"Alabama","Morgan",0.287490255,0.27312882,0.069344065,4.297520661,0.310336166,0.085114117,0.01517021,-0.0451139413397873,-0.113806710520547,0.433350056599481,-0.100488329781747,-1.0088727485421,-0.452260451658189,-1.11521806715076,3.26911030559261
"53",1105,"Alabama","Perry",0.449947313,0.18997669,0.091324201,2.427184466,0.450945835,NA,0.002477647,3.07916019898742,-1.84353800054787,1.11047115797264,-1.07049880451876,-0.27433737597655,NA,-2.05558518575572,NA
"54",1107,"Alabama","Pickens",0.286000286,0.319927427,0.089232089,3.4140625,0.303718036,0.173028328,0.003387487,-0.0737681080094135,0.859698295996925,1.04602145749599,-0.558675297693093,-1.04344541071967,2.09954521326949,-1.98817692320138,1.75084368785313
"55",1109,"Alabama","Pike",0.355144247,0.334063794,0.046576295,3.235849057,0.511587749,0.123515439,0.013100214,1.25596598893633,1.15376311823551,-0.268034934749561,-0.651101946394583,0.0424518691007419,0.662379717498445,-1.26858001414632,-1.46291366797969
"56",1111,"Alabama","Randolph",0.302079703,0.282017773,0.041710236,3.945736434,0.504074293,0.069772481,0.008267218,0.235461342179433,0.0711013626663013,-0.417938976718491,-0.282933809877512,0.00320208463382225,-0.897568135236883,-1.62664721639296,2.07944539530931
"57",1113,"Alabama","Russell",0.328810337,0.315420212,0.039626637,3.564885496,0.38962202,0.134813509,0.008835367,0.749528441441758,0.765939172612106,-0.482126425317535,-0.480454127433798,-0.594688825620926,0.990318496687961,-1.58455417040467,-0.328215412599963
"58",1115,"Alabama","St.",0.243843699,0.250661626,0.080919983,4.380952381,0.479314622,0.080898761,0.011372214,-0.884497640047067,-0.581169464317883,0.789958329886115,-0.0572182254327662,-0.126140757091986,-0.574615747783032,-1.39660414772355,4.41020431228239
"59",1117,"Alabama","Shelby",0.248801902,0.229541119,0.055752698,5.275229358,0.559410646,0.098096682,0.019048233,-0.789144531932843,-1.02051842409968,0.0146537668127933,0.406579693532357,0.292275438951111,-0.0754273715968571,-0.827902942979718,2.02879190493843
"60",1119,"Alabama","Sumter",0.337146423,0.33104463,0.065099834,3.264705882,0.594248684,NA,0.00503178,0.909842916183406,1.09095844395328,0.302602077187429,-0.636135961887369,0.47426698621649,NA,-1.86635447721058,NA
"61",1121,"Alabama","Talladega",0.29611681,0.295030239,0.069576437,3.223880597,0.435732632,0.084415141,0.00751591,0.120786654414018,0.341786787087981,0.440508519339124,-0.657309136095294,-0.353810116457294,-0.472548990862033,-1.68231015374808,3.14391347499983
"62",1123,"Alabama","Tallapoosa",0.306715507,0.250663315,0.065140415,3.536764706,0.268911428,0.057026752,0.007838783,0.324614271175756,-0.581134329726035,0.303852217378319,-0.495038382890544,-1.22527276979711,-1.26752679261291,-1.65838912592373,5.20659934715289
"63",1125,"Alabama","Tuscaloosa",0.293715613,0.268785427,0.052683702,4.336633663,0.50785338,0.090008265,0.014482444,0.07460831174742,-0.204158007318182,-0.079889868023216,-0.0802031950878693,0.0229437787665541,-0.310202478898877,-1.16617330225138,1.58329502501912
"64",1127,"Alabama","Walker",0.288484947,0.277257122,0.086586059,3.514705882,0.333598604,0.103000256,0.01062811,-0.0259846370704068,-0.0279297384684486,0.964507733110191,-0.506478727357802,-0.887351350443132,0.0669042010722314,-1.4517333548366,3.79708134021434
"65",1129,"Alabama","Washington",0.239118038,0.351953125,0.103782551,3.991735537,0.344684169,NA,0.005900897,-0.975378643556639,1.52589712837278,1.49426367287302,-0.259077343934229,-0.829441110875079,NA,-1.80196330191993,NA
"66",1131,"Alabama","Wilcox",0.33149476,0.286721504,0.073910645,3.362637363,0.468584906,NA,0.002140703,0.80115361220288,0.168948413494362,0.574028334436736,-0.585345861887989,-0.182192065623141,NA,-2.08054870639464,NA
"67",1133,"Alabama","Winston",0.260548866,0.255966308,0.03850743,3.697986577,0.417672048,0.062037798,0.008350331,-0.563234151033574,-0.470821425860604,-0.516604768695599,-0.411424055132374,-0.448157382129269,-1.1220757281654,-1.62048953710245,4.11959751072808
"68",2013,"Alaska","Aleutians",0.291028446,0.168141593,0.10940919,5.618421053,0.583333333,NA,NA,0.0229303700673448,-2.29775186736862,1.6675981780239,0.584568837881215,0.41724593303793,NA,NA,NA
"69",2016,"Alaska","Aleutians",0.342629482,0.130742049,0.267928287,4.475247525,0.811735474,NA,NA,1.01528973181876,-3.07573748829683,6.55094492116137,-0.00831403503033708,1.61040322390819,NA,NA,NA
"70",2020,"Alaska","Anchorage",0.268925442,0.262363829,0.058962463,4.075,0.623573805,0.081464584,NA,-0.402140997535217,-0.337740141565097,0.113533938070561,-0.215893983905551,0.627459429043909,-0.558192119335222,NA,NA
"71",2050,"Alaska","Bethel",0.19800885,0.166153846,0.269469027,6.625,0.613414765,NA,NA,-1.76596524274428,-2.33910099676023,6.59840902992438,1.10660980829603,0.574389293224811,NA,NA,NA
"72",2060,"Alaska","Bristol",0.298412698,0.297297297,0.025396825,6.06185567,0.733412322,NA,NA,0.164939759214718,0.388946146191671,-0.920490681743109,0.814546862420805,1.2012483909299,NA,NA,NA
"73",2068,"Alaska","Denali",0.397363465,0.090909091,0.020715631,4.212962963,0.621988882,NA,NA,2.06790000181398,-3.9043430072047,-1.0646997638444,-0.144342398905212,0.619179898805539,NA,NA,NA
"74",2070,"Alaska","Dillingham",0.17638484,0.172316384,0.226676385,6.174603175,0.645254272,NA,NA,-2.18182489257973,-2.21090783075736,5.28013689176712,0.873020981214439,0.740716717952256,NA,NA,NA
"75",2090,"Alaska","Fairbanks",0.25851323,0.241339301,0.043855176,5.019417476,0.6978412,0.073292841,NA,-0.60238224956629,-0.775092545401963,-0.351861854394072,0.273908248812662,1.01542726257745,-0.795385854483833,NA,NA
"76",2100,"Alaska","Haines",0.302716688,0.18622449,0.007761966,2.936046512,0.692307692,NA,NA,0.247711445608466,-1.92159129571229,-1.46375097588507,-0.806588221953087,0.986520592152281,NA,NA,NA
"77",2110,"Alaska","Juneau",0.332146727,0.273431133,0.056260641,3.732283465,0.673507983,0.101537552,NA,0.813691840233863,-0.107517993015871,0.0303014827138589,-0.393636696528173,0.888312187619028,0.0244476253849131,NA,NA
"78",2122,"Alaska","Kenai",0.317638791,0.256532878,0.042955025,3.857142857,0.5702648,0.161204013,NA,0.53468414532459,-0.459035632075275,-0.379591948353552,-0.328881002641121,0.348976803152985,1.75633160016103,NA,NA
"79",2130,"Alaska","Ketchikan",0.269363951,0.319281811,0.053398943,3.705882353,0.68561801,NA,NA,-0.393707862367888,0.846268186671497,-0.0578561202034919,-0.407329077209875,0.951574147180456,NA,NA,NA
"80",2150,"Alaska","Kodiak",0.241621377,0.129779838,0.114356884,6.494117647,0.669338218,NA,NA,-0.927235968818724,-3.09575340940804,1.82001707163481,1.03873043254122,0.866529618116032,NA,NA,NA
"81",2164,"Alaska","Lake",0.231974922,0.269230769,0.097178683,6.547945205,0.550813008,NA,NA,-1.11275065358133,-0.194893999382808,1.29082460527658,1.06664696178826,0.247361961261937,NA,NA,NA
"82",2170,"Alaska","Matanuska-Susitna",0.223828043,0.250743605,0.056784738,4.990909091,0.694558325,0.117858218,NA,-1.26942641576382,-0.579464136487735,0.0464468394972005,0.259122975372645,0.998277746272055,0.498172720343595,NA,NA
"83",2180,"Alaska","Nome",0.198231393,0.142599278,0.237288136,4.269230769,0.658271949,NA,NA,-1.76168543275282,-2.82908331342098,5.60704299119334,-0.115160286429187,0.80872017954303,NA,NA,NA
"84",2185,"Alaska","North",0.192106515,0.16112532,0.201141227,5.786666667,0.854591605,NA,NA,-1.87947531632968,-2.4437044358413,4.49349961578768,0.671825882013091,1.83428074509632,NA,NA,NA
"85",2188,"Alaska","Northwest",0.208997722,0.153674833,0.30808656,3.951219512,0.817913512,NA,NA,-1.55463402055161,-2.59868952750211,7.7880625642462,-0.280090126956752,1.64267687533151,NA,NA,NA
"86",2201,"Alaska","Prince",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2220,"Alaska","Sitka",0.29688863,0.297727273,0.054667054,4.41322314,0.723338851,NA,NA,0.135629821566455,0.39789051046906,-0.0187906332118091,-0.0404816759603256,1.14862526176221,NA,NA,NA
"88",2231,"Alaska","Skagway-Yakutat-Angoon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2232,"Alaska","Skagway-Hoonah-Angoon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2240,"Alaska","Southeast",0.297132111,0.171953255,0.063469676,4.794117647,0.669065805,NA,NA,0.140312298285694,-2.21846164319266,0.252383353319102,0.157061237740165,0.865106551083232,NA,NA,NA
"91",2261,"Alaska","Valdez-Cordova",NA,0.339378238,NA,NA,NA,NA,NA,NA,1.26431422589683,NA,NA,NA,NA,NA,NA
"92",2270,"Alaska","Wade",NA,0.067532468,NA,NA,NA,NA,NA,NA,-4.39062371051648,NA,NA,NA,NA,NA,NA
"93",2280,"Alaska","Wrangell-Petersburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2282,"Alaska","Yakutat",0.263888889,0.333333333,0.055555556,6.955223881,0.386706949,NA,NA,-0.499000884621732,1.13856806252443,0.00858060110686183,1.27787346904035,-0.609916958780389,NA,NA,NA
"95",2290,"Alaska","Yukon-Koyukuk",0.377040548,0.302654867,0.097946288,3.67032967,0.304323414,NA,NA,1.67706217167725,0.500394361258581,1.31447148093829,-0.42576772744142,-1.04028295711363,NA,NA,NA
"96",4001,"Arizona","Apache",0.31348043,0.232788509,0.162680656,4.192771084,0.615092168,0.068557797,0.044141571,0.454713106218088,-0.952966190694216,3.30868146020572,-0.154814491669594,0.583151932709778,-0.93282566046562,1.03121329313748,3.28020947096981
"97",4003,"Arizona","Cochise",0.331850769,0.266196424,0.05262089,3.84496124,0.545983563,0.088526736,0.047862872,0.808000158152418,-0.258014468951512,-0.0818248574436387,-0.335198741730394,0.222133268188491,-0.353205470701358,1.30691719146217,-1.47245679386345
"98",4005,"Arizona","Coconino",0.266336187,0.203574805,0.080177126,4.159574468,0.675563918,0.113934223,0.049812659,-0.451935955900233,-1.56066990082643,0.767073842274084,-0.172031217374794,0.899052252594187,0.384274494377057,1.45137308922556,0.217011080178739
"99",4007,"Arizona","Gila",0.322200305,0.221071813,0.063660002,3.277419355,0.669413576,0.10905749,0.035665112,0.622408374769522,-1.19669699695183,0.258246545009087,-0.629542386885583,0.866923283196103,0.242722010948186,0.403209057444252,-0.0507767975115628
"100",4009,"Arizona","Graham",0.233825689,0.23563351,0.107022545,3.373015873,0.543222692,0.075057737,0.040469017,-1.07715784186199,-0.89378445656595,1.59407508012375,-0.57996326626744,0.207710665368834,-0.744157827074156,0.759120964511561,3.92230684201289
"101",4011,"Arizona","Greenlee",0.253598775,0.29667003,0.089739663,3.881889764,0.709505385,NA,0.060606061,-0.696894023073242,0.375897732914686,1.06165780596574,-0.316046540541999,1.07636017377467,NA,2.25103509119356,NA
"102",4012,"Arizona","La",0.33383268,0.253504324,0.06107398,3.725352113,0.693905901,0.108974359,0.035456226,0.846115050555123,-0.522035637214499,0.178581429888088,-0.397231496255657,0.994869527553393,0.240309043188843,0.387733103065541,-1.37117816100465
"103",4013,"Arizona","Maricopa",0.262497159,0.247626755,0.061511466,4.094017094,0.527624957,0.095469247,0.042761542,-0.525765779313581,-0.6443008757429,0.192058644139872,-0.206031168638236,0.12622915580491,-0.151691532316326,0.928969649019161,0.664649195326845
"104",4015,"Arizona","Mohave",0.305379968,0.215570972,0.050526406,3.333333333,0.743720313,0.091937564,0.03301102,0.298930007207991,-1.31112553653543,-0.14634762986363,-0.600543779849475,1.25509663666887,-0.25420247546895,0.206572582482302,0.25892493563106
"105",4017,"Arizona","Navajo",0.258265649,0.229652632,0.130554872,3.938053097,0.548778545,0.090751194,0.034992803,-0.607143574961807,-1.01819872975939,2.31901305030343,-0.286918610787027,0.23673406455822,-0.288638156029175,0.353399001182,3.9297790561006
"106",4019,"Arizona","Pima",0.307301136,0.271953662,0.052457226,3.527131783,0.611582152,0.10036113,0.037045821,0.335876727624559,-0.13825235687171,-0.086866698310098,-0.500034295517009,0.564815847228551,-0.00969930364736298,0.505503081429946,-0.845076398557073
"107",4021,"Arizona","Pinal",0.220316858,0.205584734,0.078410762,4.291666667,0.598938542,0.105541927,0.038673521,-1.33695136440227,-1.51885934128895,0.712659149976188,-0.103524380473717,0.498766486270853,0.140678968341455,0.626096184568635,2.40645259696019
"108",4023,"Arizona","Santa",0.234477721,0.166611351,0.100864378,4.220338983,0.117707525,0.113204429,0.026288566,-1.06461836379102,-2.32958397399913,1.4043662984547,-0.140516981485072,-2.01515170211627,0.363091429179211,-0.291480860146613,6.8826267508136
"109",4025,"Arizona","Yavapai",0.317528432,0.245425319,0.041670676,3.412903226,0.584372314,0.176649403,0.03491481,0.532561788967181,-0.690095165464554,-0.419157663935454,-0.559276530736701,0.422673499302406,2.20465085652128,0.347620652657643,-2.67729276518271
"110",4027,"Arizona","Yuma",0.216843611,0.175527426,0.085717036,5.326530612,0.649535759,0.080846246,0.035332956,-1.40374671277716,-2.14411170874591,0.937736569779872,0.433186008418512,0.763082915604564,-0.576140052818241,0.378600270342124,3.48686584975598
"111",5001,"Arkansas","Arkansas",0.299772555,0.332801532,0.059590599,3.216216216,0.326141466,NA,0.011703511,0.191091691989735,1.12750553376218,0.132884325171538,-0.661284105874658,-0.926306933498396,NA,-1.37205900224801,NA
"112",5003,"Arkansas","Ashley",0.320762536,0.295175564,0.048763641,3.707142857,0.125170496,NA,0.010743802,0.594758086368607,0.344809838929505,-0.200651451198587,-0.406675343358861,-1.97616564786469,NA,-1.4431619612823,NA
"113",5005,"Arkansas","Baxter",0.322378551,0.239153072,0.041252986,4.057971014,0.510822303,0.142227347,0.02286755,0.625836292123637,-0.820570498984934,-0.432025041682005,-0.224725708831962,0.0384532311209537,1.20551321426617,-0.544937231300451,-0.711594340075419
"114",5007,"Arkansas","Benton",0.217042993,0.228917498,0.057808899,5.818181818,0.51187516,0.113503816,0.022624461,-1.39991232088114,-1.03349099325478,0.0779971913377638,0.688170551310857,0.0439532846681479,0.371781462723454,-0.562947218920332,1.97044242569155
