county_fips,county_state_name,county_name,self_employed,divorce_marriage,living_alone,living_alone_65over,living_grandchildren,carpool_drive_alone
1001,"Autauga County, Alabama",Autauga County,0.071144599,0.233674083,0.272054868,0.121436256,0.031403417,0.086610081
1003,"Baldwin County, Alabama",Baldwin County,0.140647435,0.210865435,0.283551023,0.131704147,0.037751966,0.084999652
1005,"Barbour County, Alabama",Barbour County,0.100094652,0.379058547,0.343944099,0.16648181,0.042477322,0.126388077
1007,"Bibb County, Alabama",Bibb County,0.083474885,0.304868914,0.300304878,0.119456763,0.064062939,0.080197322
1009,"Blount County, Alabama",Blount County,0.109953331,0.211325701,0.254092296,0.12424859,0.045938013,0.110977023
1011,"Bullock County, Alabama",Bullock County,0.075053419,0.27738764,0.317391304,0.140289855,0.044971893,0.098773006
1013,"Butler County, Alabama",Butler County,0.060440294,0.30760165,0.317346796,0.154536531,0.04661469,0.097564808
1015,"Calhoun County, Alabama",Calhoun County,0.073319179,0.334123452,0.315552771,0.135457454,0.047207354,0.109857938
1017,"Chambers County, Alabama",Chambers County,0.074177282,0.296178344,0.280833904,0.128661645,0.067470956,0.103093605
1019,"Cherokee County, Alabama",Cherokee County,0.096131415,0.229219144,0.306191858,0.157747324,0.037459283,0.093085415
1021,"Chilton County, Alabama",Chilton County,0.106917572,0.221179764,0.238379304,0.119130589,0.031350106,0.129901639
1023,"Choctaw County, Alabama",Choctaw County,0.054721977,0.218544367,0.355967865,0.172532517,0.059404776,0.103923097
1025,"Clarke County, Alabama",Clarke County,0.089401862,0.289276486,0.351612115,0.134709331,0.06111869,0.055890805
1027,"Clay County, Alabama",Clay County,0.117715392,0.154251317,0.26071103,0.121969006,0.017773019,0.097334878
1029,"Cleburne County, Alabama",Cleburne County,0.091883345,0.233516484,0.305676098,0.17253949,0.061085271,0.128463476
1031,"Coffee County, Alabama",Coffee County,0.10750321,0.277392317,0.288120611,0.130383539,0.033710571,0.105585901
1033,"Colbert County, Alabama",Colbert County,0.090663957,0.300150247,0.294335081,0.132596923,0.025841459,0.090934449
1035,"Conecuh County, Alabama",Conecuh County,0.077987756,0.249202128,0.400853357,0.188636874,0.033389853,0.103147398
1037,"Coosa County, Alabama",Coosa County,0.073164426,0.265114091,0.275568892,0.134783696,0.022294725,0.15323646
1039,"Covington County, Alabama",Covington County,0.08952949,0.3196767,0.313512752,0.166478794,0.054424272,0.091375613
1041,"Crenshaw County, Alabama",Crenshaw County,0.121784879,0.292662819,0.33994627,0.140731556,0.058590467,0.160833954
1043,"Cullman County, Alabama",Cullman County,0.115517241,0.253133347,0.25248893,0.125976998,0.041960659,0.128479072
1045,"Dale County, Alabama",Dale County,0.090091085,0.308222446,0.323041237,0.135721649,0.031190895,0.111030126
1047,"Dallas County, Alabama",Dallas County,0.091023052,0.375711941,0.402358842,0.18409815,0.051511335,0.084765178
1049,"DeKalb County, Alabama",DeKalb County,0.120965387,0.212822165,0.26597898,0.127286882,0.045332606,0.14884637
1051,"Elmore County, Alabama",Elmore County,0.06710828,0.231434593,0.240243599,0.104990057,0.031054545,0.064468843
1053,"Escambia County, Alabama",Escambia County,0.076133909,0.357678215,0.366687145,0.17232376,0.036540962,0.070300429
1055,"Etowah County, Alabama",Etowah County,0.09148917,0.309169952,0.302879534,0.148642726,0.041659117,0.081250974
1057,"Fayette County, Alabama",Fayette County,0.10292249,0.252316465,0.299365131,0.164251994,0.051306413,0.09689781
1059,"Franklin County, Alabama",Franklin County,0.09993318,0.255798865,0.304653439,0.135688228,0.023646032,0.179741807
1061,"Geneva County, Alabama",Geneva County,0.11046832,0.287212479,0.288422673,0.148686363,0.041597242,0.081182393
1063,"Greene County, Alabama",Greene County,0.119320594,0.400948367,0.478064067,0.269498607,0.034136546,0.235792019
1065,"Hale County, Alabama",Hale County,0.100681023,0.26681128,0.370164723,0.198593374,0.04573873,0.10798626
1067,"Henry County, Alabama",Henry County,0.092337112,0.232274843,0.322913551,0.180676039,0.036316695,0.084024235
1069,"Houston County, Alabama",Houston County,0.104795659,0.290948595,0.312591772,0.128734083,0.043551363,0.09532619
1071,"Jackson County, Alabama",Jackson County,0.079294291,0.279556871,0.294242864,0.139767779,0.040816327,0.100093765
1073,"Jefferson County, Alabama",Jefferson County,0.079388033,0.298180177,0.336591496,0.124968961,0.038414654,0.105150408
1075,"Lamar County, Alabama",Lamar County,0.073592269,0.227409136,0.26876935,0.169311146,0.024208566,0.104226599
1077,"Lauderdale County, Alabama",Lauderdale County,0.077103556,0.243737982,0.293668436,0.131051076,0.038330145,0.116135174
1079,"Lawrence County, Alabama",Lawrence County,0.109786065,0.202569304,0.295424429,0.150596305,0.034455278,0.076510721
1081,"Lee County, Alabama",Lee County,0.080470218,0.188950943,0.297824019,0.083310315,0.032182643,0.098303938
1083,"Limestone County, Alabama",Limestone County,0.096880848,0.231201019,0.244114902,0.107228041,0.033810905,0.076173249
1085,"Lowndes County, Alabama",Lowndes County,0.085859941,0.405465288,0.383154211,0.19420145,0.04365514,0.083627043
1087,"Macon County, Alabama",Macon County,0.084558824,0.327511814,0.355910812,0.148366288,0.044473512,0.124976003
1089,"Madison County, Alabama",Madison County,0.080923897,0.219824027,0.305635806,0.101467077,0.02643936,0.07821583
1091,"Marengo County, Alabama",Marengo County,0.081718729,0.327538248,0.415367936,0.156389755,0.046477132,0.078075207
1093,"Marion County, Alabama",Marion County,0.100319986,0.296571198,0.311218007,0.15347613,0.027022781,0.104116476
1095,"Marshall County, Alabama",Marshall County,0.1039165,0.240474842,0.259059282,0.11850821,0.035006862,0.114934799
1097,"Mobile County, Alabama",Mobile County,0.088825735,0.279152593,0.322953542,0.115259547,0.042774972,0.082480479
1099,"Monroe County, Alabama",Monroe County,0.080064309,0.284053395,0.370101398,0.167169087,0.043577083,0.044693732
1101,"Montgomery County, Alabama",Montgomery County,0.079293632,0.348737198,0.347254266,0.127985644,0.039505571,0.111547134
1103,"Morgan County, Alabama",Morgan County,0.087853046,0.227688481,0.295329556,0.144133822,0.043808834,0.089088592
1105,"Perry County, Alabama",Perry County,0.129943503,0.337595908,0.387317073,0.144065041,0.049469257,0.0697419
1107,"Pickens County, Alabama",Pickens County,0.099208063,0.326011056,0.324862346,0.134971057,0.033088235,0.045231238
1109,"Pike County, Alabama",Pike County,0.096568236,0.303745086,0.361703901,0.127375792,0.030963777,0.091369656
1111,"Randolph County, Alabama",Randolph County,0.082665738,0.2375971,0.287661817,0.138389277,0.024179377,0.077570487
1113,"Russell County, Alabama",Russell County,0.087010401,0.293085704,0.327934532,0.107833944,0.032855773,0.084659323
1115,"St. Clair County, Alabama",St. Clair County,0.072798584,0.228318027,0.233790413,0.108103316,0.043526161,0.075398633
1117,"Shelby County, Alabama",Shelby County,0.09651935,0.177783906,0.245153743,0.098464954,0.031555125,0.084049741
1119,"Sumter County, Alabama",Sumter County,0.092114445,0.269306375,0.322217591,0.141934139,0.042777527,0.115554249
1121,"Talladega County, Alabama",Talladega County,0.07048266,0.276057426,0.279736704,0.11449674,0.03939603,0.115646259
