"","county_fips","state","county_name","self_employed","divorce_marriage","living_alone","living_alone_65over","living_grandchildren","carpool_drive_alone","libertarian_vote16","religious_adherents","prev_score"
"26",1051,"Alabama","Elmore",0.06710828,0.231434593,0.240243599,0.104990057,0.031054545,0.064468843,0.014066789,0.461847983,3.46962501499231
"27",1053,"Alabama","Escambia",0.076133909,0.357678215,0.366687145,0.17232376,0.036540962,0.070300429,0.00842551,0.655222135,2.4997420947626
"28",1055,"Alabama","Etowah",0.09148917,0.309169952,0.302879534,0.148642726,0.041659117,0.081250974,0.01241728,0.810646197,3.38504599900249
"29",1057,"Alabama","Fayette",0.10292249,0.252316465,0.299365131,0.164251994,0.051306413,0.09689781,0.008993399,0.603333129,NA
"30",1059,"Alabama","Franklin",0.09993318,0.255798865,0.304653439,0.135688228,0.023646032,0.179741807,0.014896414,0.625291938,1.1415651774582
"31",1061,"Alabama","Geneva",0.11046832,0.287212479,0.288422673,0.148686363,0.041597242,0.081182393,0.00920037,0.576503245,-0.195102478721188
"32",1063,"Alabama","Greene",0.119320594,0.400948367,0.478064067,0.269498607,0.034136546,0.235792019,0.001478449,0.276196636,NA
"33",1065,"Alabama","Hale",0.100681023,0.26681128,0.370164723,0.198593374,0.04573873,0.10798626,0.003961558,0.539330402,NA
"34",1067,"Alabama","Henry",0.092337112,0.232274843,0.322913551,0.180676039,0.036316695,0.084024235,0.007687109,0.615362184,NA
"35",1069,"Alabama","Houston",0.104795659,0.290948595,0.312591772,0.128734083,0.043551363,0.09532619,0.012831283,0.841803325,3.13707393515455
"36",1071,"Alabama","Jackson",0.079294291,0.279556871,0.294242864,0.139767779,0.040816327,0.100093765,0.01319673,0.538732193,2.79585453276011
"37",1073,"Alabama","Jefferson",0.079388033,0.298180177,0.336591496,0.124968961,0.038414654,0.105150408,0.013207879,0.799448957,3.0627420283533
"38",1075,"Alabama","Lamar",0.073592269,0.227409136,0.26876935,0.169311146,0.024208566,0.104226599,0.00600717,0.695963355,NA
"39",1077,"Alabama","Lauderdale",0.077103556,0.243737982,0.293668436,0.131051076,0.038330145,0.116135174,0.017549163,0.662626651,2.80887323207054
"40",1079,"Alabama","Lawrence",0.109786065,0.202569304,0.295424429,0.150596305,0.034455278,0.076510721,0.011322814,0.696005805,3.59367387696271
"41",1081,"Alabama","Lee",0.080470218,0.188950943,0.297824019,0.083310315,0.032182643,0.098303938,0.021814587,0.357906578,1.11888994692291
"42",1083,"Alabama","Limestone",0.096880848,0.231201019,0.244114902,0.107228041,0.033810905,0.076173249,0.018451798,0.522960317,1.77050506586611
"43",1085,"Alabama","Lowndes",0.085859941,0.405465288,0.383154211,0.19420145,0.04365514,0.083627043,0.002840909,0.516923674,NA
"44",1087,"Alabama","Macon",0.084558824,0.327511814,0.355910812,0.148366288,0.044473512,0.124976003,0.004415152,0.596252304,2.80388670084481
"45",1089,"Alabama","Madison",0.080923897,0.219824027,0.305635806,0.101467077,0.02643936,0.07821583,0.027173779,0.638830564,1.43476480053145
"46",1091,"Alabama","Marengo",0.081718729,0.327538248,0.415367936,0.156389755,0.046477132,0.078075207,0.006066616,0.871500285,NA
"47",1093,"Alabama","Marion",0.100319986,0.296571198,0.311218007,0.15347613,0.027022781,0.104116476,0.009699893,0.559694625,0.0235759431728417
"48",1095,"Alabama","Marshall",0.1039165,0.240474842,0.259059282,0.11850821,0.035006862,0.114934799,0.013095376,0.646365201,2.14634120738853
"49",1097,"Alabama","Mobile",0.088825735,0.279152593,0.322953542,0.115259547,0.042774972,0.082480479,0.011547146,0.729747908,3.49872372345414
"50",1099,"Alabama","Monroe",0.080064309,0.284053395,0.370101398,0.167169087,0.043577083,0.044693732,0.005277361,0.656837953,0.539096943245656
"51",1101,"Alabama","Montgomery",0.079293632,0.348737198,0.347254266,0.127985644,0.039505571,0.111547134,0.009677945,0.737846904,2.44029107271986
"52",1103,"Alabama","Morgan",0.087853046,0.227688481,0.295329556,0.144133822,0.043808834,0.089088592,0.01517021,0.689663834,3.26911030559261
"53",1105,"Alabama","Perry",0.129943503,0.337595908,0.387317073,0.144065041,0.049469257,0.0697419,0.002477647,0.549054165,NA
"54",1107,"Alabama","Pickens",0.099208063,0.326011056,0.324862346,0.134971057,0.033088235,0.045231238,0.003387487,0.696281964,1.75084368785313
"55",1109,"Alabama","Pike",0.096568236,0.303745086,0.361703901,0.127375792,0.030963777,0.091369656,0.013100214,0.488412251,-1.46291366797969
"56",1111,"Alabama","Randolph",0.082665738,0.2375971,0.287661817,0.138389277,0.024179377,0.077570487,0.008267218,0.495925707,2.07944539530931
"57",1113,"Alabama","Russell",0.087010401,0.293085704,0.327934532,0.107833944,0.032855773,0.084659323,0.008835367,0.61037798,-0.328215412599963
