"","county_fips","state","county","self_employed","divorce_marriage","living_alone","living_alone_65over","living_grandchildren","carpool_drive_alone","religious_adherents","libertarian_vote16","prev_score","living_alone_reverse","living_alone_65over_reverse","divorce_marriage_reverse","libertarian_vote16_reverse","self_employed_reverse","county_collectivism_raw","county_collectivism_score"
"23",1045,"Alabama","Dale",0.090091085,0.308222446,0.323041237,0.135721649,0.031190895,0.111030126,0.503527551,0.01285961,1.50058893442807,0.676958763,0.864278351,3.2444100453346,0.98714039,0.909908915,0.398698221380028,31.2191424342363
"24",1047,"Alabama","Dallas",0.091023052,0.375711941,0.402358842,0.18409815,0.051511335,0.084765178,0.551115387,0.003062885,-0.468815322865214,0.597641158,0.81590185,2.66161356846521,0.996937115,0.908976948,-1.05008639047341,28.0498234214247
"25",1049,"Alabama","DeKalb",0.120965387,0.212822165,0.26597898,0.127286882,0.045332606,0.14884637,0.632136074,0.012250869,3.65471498642349,0.73402102,0.872713118,4.69875870307024,0.987749131,0.879034613,3.99898771360174,39.0950308485441
"26",1051,"Alabama","Elmore",0.06710828,0.231434593,0.240243599,0.104990057,0.031054545,0.064468843,0.461847983,0.014066789,3.46962501499231,0.759756401,0.895009943,4.32087522888162,0.985933211,0.93289172,2.63888933567464,36.1197192575796
"27",1053,"Alabama","Escambia",0.076133909,0.357678215,0.366687145,0.17232376,0.036540962,0.070300429,0.655222135,0.00842551,2.4997420947626,0.633312855,0.82767624,2.79580907660255,0.99157449,0.923866091,-0.662316534478793,28.8980974623995
"28",1055,"Alabama","Etowah",0.09148917,0.309169952,0.302879534,0.148642726,0.041659117,0.081250974,0.810646197,0.01241728,3.38504599900249,0.697120466,0.851357274,3.23446697692019,0.98758272,0.90851083,2.09749412735309,34.9353788710652
"29",1057,"Alabama","Fayette",0.10292249,0.252316465,0.299365131,0.164251994,0.051306413,0.09689781,0.603333129,0.008993399,NA,0.700634869,0.835748006,3.96327683173589,0.991006601,0.89707751,1.8684131795099,34.434248062847
"30",1059,"Alabama","Franklin",0.09993318,0.255798865,0.304653439,0.135688228,0.023646032,0.179741807,0.625291938,0.014896414,1.1415651774582,0.695346561,0.864311772,3.9093214897572,0.985103586,0.90006682,2.15003796951385,35.0503222495383
"31",1061,"Alabama","Geneva",0.11046832,0.287212479,0.288422673,0.148686363,0.041597242,0.081182393,0.576503245,0.00920037,-0.195102478721188,0.711577327,0.851313637,3.48174286675058,0.99079963,0.88953168,1.12308143813806,32.8037820574414
"32",1063,"Alabama","Greene",0.119320594,0.400948367,0.478064067,0.269498607,0.034136546,0.235792019,0.276196636,0.001478449,NA,0.521935933,0.730501393,2.49408672613449,0.998521551,0.880679406,-5.08076821399798,19.2324212807796
"33",1065,"Alabama","Hale",0.100681023,0.26681128,0.370164723,0.198593374,0.04573873,0.10798626,0.539330402,0.003961558,NA,0.629835277,0.801406626,3.74796747723709,0.996038442,0.899318977,-0.545326915680953,29.1540205444946
"34",1067,"Alabama","Henry",0.092337112,0.232274843,0.322913551,0.180676039,0.036316695,0.084024235,0.615362184,0.007687109,NA,0.677086449,0.819323961,4.30524454170011,0.992312891,0.907662888,0.428783944925551,31.2849570866469
"35",1069,"Alabama","Houston",0.104795659,0.290948595,0.312591772,0.128734083,0.043551363,0.09532619,0.841803325,0.012831283,3.13707393515455,0.687408228,0.871265917,3.43703326699344,0.987168717,0.895204341,2.78406638017199,36.4373043310162
"36",1071,"Alabama","Jackson",0.079294291,0.279556871,0.294242864,0.139767779,0.040816327,0.100093765,0.538732193,0.01319673,2.79585453276011,0.705757136,0.860232221,3.5770896863415,0.98680327,0.920705709,1.72266876698218,34.115421831635
