"","county_fips","county","state","self_employed","divorce_marriage","living_alone","living_alone_65over","living_grandchildren","carpool_drive_alone","libertarian_vote","religious_adherents","living_alone_reverse","living_alone_65over_reverse","divorce_marriage_reverse","libertarian_vote_reverse","self_employed_reverse","county_collectivism_raw","county_collectivism_score"
"1",1001,"Autauga","Alabama",0.071144599,0.233674083,0.272054868,0.121436256,0.031403417,0.086610081,0.0126035289881167,0.514395034,0.727945132,0.878563744,4.27946474491996,0.987396471011883,0.928855401,0.971617756939482,37.3988181533741
"2",1003,"Baldwin","Alabama",0.140647435,0.210865435,0.283551023,0.131704147,0.037751966,0.084999652,0.0112054267453204,0.536534537,0.716448977,0.868295853,4.74236092795389,0.98879457325468,0.859352565,-0.00719252889927807,35.545039716806
"3",1005,"Barbour","Alabama",0.100094652,0.379058547,0.343944099,0.16648181,0.042477322,0.126388077,0.00646510743487355,0.687071324,0.656055901,0.83351819,2.63811489785508,0.993534892565127,0.899905348,0.242879862133922,36.0186542801033
"4",1007,"Bibb","Alabama",0.083474885,0.304868914,0.300304878,0.119456763,0.064062939,0.080197322,0.00771235018238666,0.488359575,0.699695122,0.880543237,3.28009827856703,0.992287649817613,0.916525115,2.15589417120484,39.6417309133479
"5",1009,"Blount","Alabama",0.109953331,0.211325701,0.254092296,0.12424859,0.045938013,0.110977023,0.00757575757575758,0.573189705,0.745907704,0.87575141,4.73203209674908,0.992424242424242,0.890046669,3.06944652287487,41.3719167059408
"6",1011,"Bullock","Alabama",0.075053419,0.27738764,0.317391304,0.140289855,0.044971893,0.098773006,0.00411879471060048,0.472530656,0.682608696,0.859710145,3.60506329698036,0.9958812052894,0.924946581,1.36038388956059,38.1351061592806
"7",1013,"Butler","Alabama",0.060440294,0.30760165,0.317346796,0.154536531,0.04661469,0.097564808,0.00621838111298482,0.611254002,0.682653204,0.845463469,3.25095785409474,0.993781618887015,0.939559706,1.53404820406355,38.464010714213
"8",1015,"Calhoun","Alabama",0.073319179,0.334123452,0.315552771,0.135457454,0.047207354,0.109857938,0.0108467528391817,0.718398159,0.684447229,0.864542546,2.99290574790302,0.989153247160818,0.926680821,1.74551756202975,38.8645146131444
"9",1017,"Chambers","Alabama",0.074177282,0.296178344,0.280833904,0.128661645,0.067470956,0.103093605,0.00922533368228213,0.557373749,0.719166096,0.871338355,3.37634408544063,0.990774666317718,0.925822718,3.20544884689245,41.629492846317
"10",1019,"Cherokee","Alabama",0.096131415,0.229219144,0.306191858,0.157747324,0.037459283,0.093085415,0.00666612470530851,0.502623043,0.693808142,0.842252676,4.36263735458326,0.993333875294692,0.903868585,0.257338307260422,36.0460372716692
"11",1021,"Chilton","Alabama",0.106917572,0.221179764,0.238379304,0.119130589,0.031350106,0.129901639,0.00636975660279648,0.736681921,0.761620696,0.880869411,4.52120927301469,0.993630243397204,0.893082428,4.02892185626679,43.1890764857206
"12",1023,"Choctaw","Alabama",0.054721977,0.218544367,0.355967865,0.172532517,0.059404776,0.103923097,0.00509110396570204,0.614844058,0.644032135,0.827467483,4.57572992489896,0.994908896034298,0.945278023,2.11694154831115,39.5679581573677
"13",1025,"Clarke","Alabama",0.089401862,0.289276486,0.351612115,0.134709331,0.06111869,0.055890805,0.00373049105443472,0.756746221,0.648387885,0.865290669,3.45690039943309,0.996269508945565,0.910598138,2.2117634852453,39.7475423572329
"14",1027,"Clay","Alabama",0.117715392,0.154251317,0.26071103,0.121969006,0.017773019,0.097334878,0.00764790764790765,0.686639505,0.73928897,0.878030994,6.48292682000245,0.992352092352092,0.882284608,2.47259948086178,40.2415422172162
"15",1029,"Cleburne","Alabama",0.091883345,0.233516484,0.305676098,0.17253949,0.061085271,0.128463476,0.008302200083022,0.785666844,0.694323902,0.82746051,4.28235293230948,0.991697799916978,0.908116655,3.06139268627921,41.3566634655236
"16",1031,"Coffee","Alabama",0.10750321,0.277392317,0.288120611,0.130383539,0.033710571,0.105585901,0.0118518518518519,0.693388198,0.711879389,0.869616461,3.60500251346183,0.988148148148148,0.89249679,0.889672745864193,37.2436216901642
"17",1033,"Colbert","Alabama",0.090663957,0.300150247,0.294335081,0.132596923,0.025841459,0.090934449,0.0097181381338306,0.603054502,0.705664919,0.867403077,3.33166475788374,0.990281861866169,0.909336043,0.0969510564788571,35.7422782784293
"18",1035,"Conecuh","Alabama",0.077987756,0.249202128,0.400853357,0.188636874,0.033389853,0.103147398,0.00496817264399938,0.434853842,0.599146643,0.811363126,4.01280682482776,0.995031827356001,0.922012244,-2.30398351072294,31.19512466482
"19",1037,"Coosa","Alabama",0.073164426,0.265114091,0.275568892,0.134783696,0.022294725,0.15323646,0.00839569264464318,0.4718398,0.724431108,0.865216304,3.77196095548162,0.991604307355357,0.926835574,1.38643257364932,38.1844400185211
"20",1039,"Covington","Alabama",0.08952949,0.3196767,0.313512752,0.166478794,0.054424272,0.091375613,0.00556511761331038,0.578466862,0.686487248,0.833521206,3.1281604195739,0.99443488238669,0.91047051,0.906302859380065,37.2751176258725
"21",1041,"Crenshaw","Alabama",0.121784879,0.292662819,0.33994627,0.140731556,0.058590467,0.160833954,0.00664953906604201,0.609519479,0.66005373,0.859268444,3.41690141377337,0.993350460933958,0.878215121,2.04944695743301,39.440129487231
"22",1043,"Cullman","Alabama",0.115517241,0.253133347,0.25248893,0.125976998,0.041960659,0.128479072,0.0099878139112566,0.626101109,0.74751107,0.874023002,3.9504870134712,0.990012186088743,0.884482759,2.51583361327542,40.323423766227
"23",1045,"Dale","Alabama",0.090091085,0.308222446,0.323041237,0.135721649,0.031190895,0.111030126,0.0118046407944067,0.503527551,0.676958763,0.864278351,3.2444100453346,0.988195359205593,0.909908915,-0.77317362890765,34.0943405705486
"24",1047,"Dallas","Alabama",0.091023052,0.375711941,0.402358842,0.18409815,0.051511335,0.084765178,0.00503806538289297,0.551115387,0.597641158,0.81590185,2.66161356846521,0.994961934617107,0.908976948,-1.84279828137659,32.0685679109679
"25",1049,"De Kalb","Alabama",0.120965387,0.212822165,0.26597898,0.127286882,0.045332606,0.14884637,0.00851614661398011,0.632136074,0.73402102,0.872713118,4.69875870307024,0.99148385338602,0.879034613,3.30936520504213,41.8263010600553
"26",1051,"Elmore","Alabama",0.06710828,0.231434593,0.240243599,0.104990057,0.031054545,0.064468843,0.00970021935169388,0.461847983,0.759756401,0.895009943,4.32087522888162,0.990299780648306,0.93289172,1.92139588684595,39.1976123040055
"27",1053,"Escambia","Alabama",0.076133909,0.357678215,0.366687145,0.17232376,0.036540962,0.070300429,0.00590823381521056,0.655222135,0.633312855,0.82767624,2.79580907660255,0.99409176618479,0.923866091,-1.18263072328547,33.3188657484722
"28",1055,"Etowah","Alabama",0.09148917,0.309169952,0.302879534,0.148642726,0.041659117,0.081250974,0.0111255447536038,0.810646197,0.697120466,0.851357274,3.23446697692019,0.988874455246396,0.90851083,1.00037444728745,37.4532807323288
"29",1057,"Fayette","Alabama",0.10292249,0.252316465,0.299365131,0.164251994,0.051306413,0.09689781,0.00638831850330824,0.603333129,0.700634869,0.835748006,3.96327683173589,0.993611681496692,0.89707751,1.29248223480408,38.0065065468572
"30",1059,"Franklin","Alabama",0.09993318,0.255798865,0.304653439,0.135688228,0.023646032,0.179741807,0.00842741294323422,0.625291938,0.695346561,0.864311772,3.9093214897572,0.991572587056766,0.90006682,1.6855891131107,38.7510155337514
"31",1061,"Geneva","Alabama",0.11046832,0.287212479,0.288422673,0.148686363,0.041597242,0.081182393,0.00717417297728179,0.576503245,0.711577327,0.851313637,3.48174286675058,0.992825827022718,0.88953168,0.444908330770487,36.4012779857894
"32",1063,"Greene","Alabama",0.119320594,0.400948367,0.478064067,0.269498607,0.034136546,0.235792019,0.00167539267015707,0.276196636,0.521935933,0.730501393,2.49408672613449,0.998324607329843,0.880679406,-5.45103952010445,25.2348843064298
"33",1065,"Hale","Alabama",0.100681023,0.26681128,0.370164723,0.198593374,0.04573873,0.10798626,0.00468354430379747,0.539330402,0.629835277,0.801406626,3.74796747723709,0.995316455696203,0.899318977,-1.21038739698749,33.2662971108883
"34",1067,"Henry","Alabama",0.092337112,0.232274843,0.322913551,0.180676039,0.036316695,0.084024235,0.00742095074209507,0.615362184,0.677086449,0.819323961,4.30524454170011,0.992579049257905,0.907662888,-0.398431164535383,34.8040690130981
"35",1069,"Houston","Alabama",0.104795659,0.290948595,0.312591772,0.128734083,0.043551363,0.09532619,0.0115435427630867,0.841803325,0.687408228,0.871265917,3.43703326699344,0.988456457236913,0.895204341,1.64403153196191,38.6723092216865
"36",1071,"Jackson","Alabama",0.079294291,0.279556871,0.294242864,0.139767779,0.040816327,0.100093765,0.00880013538669826,0.538732193,0.705757136,0.860232221,3.5770896863415,0.991199864613302,0.920705709,1.06894381976247,37.5831449419129
